#Treatment	Dose	Effect
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.592040309315454|1.01039489174788|0.986241703094351|1.05673882247682|1.07575209476445
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.625306172041764|1.00654363636196|1.02709225616003|1.08571896697254|0.926790249254648
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.575916043286161|1.01479497674718|1.02230591531077|0.977218844523214|1.02394245663433
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.615271646206922|1.01734626605945|1.00575112065562|1.0450745644674|1.00640502253818
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.562520810968479|0.999299419557116|0.997626550666883|1.02042871261018|1.02612570135739
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.606001195160046|0.965636040912477|0.984957499007733|1.03256500347626|1.00926914986472
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.534499081436981|0.984063043371372|0.988550815978974|0.996321278031817|1.00112730702354
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.610648179189072|1.02449948372735|0.963522990894828|1.03665044095495|1.02810758138558
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.786104423072612|1.01747259398749|0.979150357567198|1.02062546237138|1.02178761180981
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.799996413119017|0.990492075234829|1.01216759701392|1.0197036339588|1.01322931378483
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.791727947770564|0.991100190120888|0.987502241991606|0.97005775370377|0.987487893245328
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.805036409943681|0.993044445241597|1.00981812964092|0.990224916597912|1.00492520716002
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00163826909025896|0.794451047589163|0.869220335334345|0.91373090244363|0.921323860075765
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00101798903381347|0.835758050642218|0.907622968240749|0.889872012507765|0.910049357873315
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00141873755057799|0.865131025141921|0.995617046793748|1.00600977226425|0.963659510554462
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00100257453574178|0.83347236961329|0.938315182950936|0.971286643626369|1.00704261320107
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.412929263016168|0.975274897922114|0.937489508123618|0.965774315542268|0.993304999169259
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.370336764481802|0.954824024868868|1.00201013590585|0.961559486679299|0.967089727818129
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.43071531287651|0.958821054339175|0.93227754092294|0.972305726930311|0.9967809146258
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.366455271611385|0.929360931287313|0.944731430270893|0.958983275964332|0.980825741868219
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.383603096228449|0.867438504694229|0.905524915854899|0.94357328556249|1.01638462675715
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.325022716799538|0.838551208551027|0.91271820880089|0.9546433484087|0.966750905429812
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.373539212344498|0.889474258111766|0.946058932065593|0.972283778527806|0.963546742199903
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.267321028559359|0.88981082633509|0.973187017739378|0.949064005488123|0.935257839592615
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.626959339984665|0.998318297421113|1.01295012237677|1.03700758192892|1.03016663306943
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.559054270116228|0.965582626640857|1.00522552027386|0.994776320670398|1.04972850674568
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.624308355829821|0.968360796616862|0.982217799352173|0.939503356160345|0.994674094229762
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.589855230411083|0.957005057913195|0.994406101654943|0.988892601082333|0.962897321324884
